age,attrition,business_travel,distance_from_home,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,num_companies_worked,over_time,percent_salary_hike,relationship_satisfaction,standard_hours,stock_option_level,worklife_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,remote_work,monthly_income_$,total_working_years
24,no,non-travel,11,2,unknown,1,F,4,2, manufacturing director ,3,unknown,0,No,18,4,full-time,1,2,4,1,3,yes,3113,5
34,yes,non-travel,6,1,unknown,2,M,3,1, research scientist ,1,single,2,No,11,3,full-time,0,3,4,1,3,yes,2960,6
32,yes,travel_frequently,16,1,unknown,2,F,1,1, research scientist ,1,unknown,1,unknown,22,2,full-time,0,3,10,6,7,no,6399,11
46,no,travel_rarely,2,4,marketing,2,F,3,5, manager ,1,single,3,unknown,12,4,full-time,0,2,2,2,1,no,18947,22
44,no,non-travel,10,4,other,4,M,3,2, healthcare representative ,4,married,2,unknown,13,4,full-time,0,4,4,1,3,no,6465,11
50,yes,travel_rarely,3,2,unknown,1,M,2,1, sales representative ,3,married,1,unknown,14,3,full-time,0,3,3,0,2,yes,2683,3
35,no,non-travel,2,3,marketing,4,F,3,1, sales representative ,4,married,1,No,13,1,full-time,0,3,2,2,2,yes,2014,2
28,yes,non-travel,5,4,unknown,3,M,3,1, laboratory technician ,3,single,1,Yes,13,3,full-time,0,2,2,2,2,yes,3441,2
26,no,non-travel,22,3,unknown,22,F,2,2, sales executive ,4,married,7,Yes,19,3,full-time,1,2,2,0,0,no,3113,5
35,no,travel_rarely,31,4,unknown,3,F,3,1, laboratory technician ,1,unknown,3,Yes,15,3,full-time,1,3,2,2,2,no,2609,4
35,no,non-travel,31,3,medical,2,M,3,1, research scientist ,1,married,4,No,13,4,full-time,1,2,3,1,2,yes,3113,5
37,no,travel_rarely,20,4,medical,1,M,3,3, research director ,3,unknown,4,unknown,13,1,part-time,0,4,5,0,2,yes,13664,23
46,no,travel_rarely,38,2,medical,38,M,3,2, human resources ,2,divorced,8,Yes,22,4,part-time,1,3,4,0,2,yes,5021,9
34,no,travel_rarely,1,2,medical,1,M,3,2, manufacturing director ,2,married,1,No,15,3,part-time,0,3,5,1,3,yes,6399,11
51,no,travel_rarely,9,4,unknown,4,M,3,1, laboratory technician ,4,unknown,3,unknown,23,2,full-time,2,3,4,0,3,yes,5633,10
24,no,travel_rarely,3,2,other,1,F,3,2, sales executive ,3,married,0,No,21,1,full-time,1,2,3,0,2,yes,2609,4
44,no,non-travel,23,3,unknown,2,M,3,2, laboratory technician ,2,married,4,unknown,12,3,full-time,1,4,3,1,2,yes,6399,11
37,yes,travel_rarely,6,4,human resources,3,M,3,1, human resources ,1,divorced,4,unknown,22,4,full-time,0,3,3,0,2,yes,6399,11
59,no,non-travel,2,4,human resources,3,F,2,5, manager ,4,unknown,9,No,21,4,part-time,1,3,3,2,2,no,18844,31
25,no,non-travel,7,1,unknown,4,M,2,1, research scientist ,4,married,1,No,11,3,full-time,2,3,2,2,1,yes,6399,11
43,no,non-travel,26,3,medical,2,F,4,1, research scientist ,3,single,4,unknown,12,4,full-time,0,3,3,1,2,yes,4739,8
50,no,travel_frequently,12,3,unknown,3,F,3,3, sales executive ,4,single,4,No,11,4,full-time,0,3,2,2,1,no,8657,16
31,yes,travel_rarely,20,3,unknown,2,F,1,2, sales executive ,3,unknown,3,Yes,11,3,full-time,1,3,2,2,2,yes,2609,4
36,no,non-travel,6,2,medical,2,M,3,2, manufacturing director ,2,divorced,6,No,20,4,full-time,2,3,3,0,1,no,4121,7
51,yes,travel_frequently,16,4,unknown,1,M,1,3, manufacturing director ,4,unknown,2,unknown,15,4,full-time,0,3,4,0,3,no,10650,18
25,no,non-travel,28,3,life sciences,1,M,2,2, sales executive ,3,unknown,2,unknown,18,4,full-time,0,3,2,2,2,no,6399,11
38,no,travel_rarely,3,5,technical degree,4,F,3,2, research scientist ,3,unknown,3,Yes,20,2,full-time,0,3,3,2,2,no,4317,19
30,no,travel_rarely,5,3,technical degree,4,F,3,1, research scientist ,1,divorced,5,No,14,4,full-time,1,3,3,2,2,yes,4625,8
22,no,non-travel,36,1,medical,36,M,3,1, research scientist ,4,married,1,No,24,1,part-time,2,3,2,2,2,yes,1601,2
27,no,non-travel,9,3,medical,4,M,3,1, research scientist ,2,unknown,6,unknown,18,4,part-time,1,1,2,2,2,yes,2024,4
28,no,non-travel,21,3,medical,3,M,3,1, research scientist ,4,married,1,No,11,3,full-time,1,1,5,0,2,yes,3113,5
27,no,non-travel,17,3,unknown,3,M,3,1, research scientist ,2,unknown,0,unknown,16,4,full-time,1,2,5,1,1,yes,3058,6
56,no,travel_rarely,8,3,life sciences,3,F,3,1, research scientist ,1,divorced,4,unknown,18,3,part-time,1,3,2,2,2,yes,6399,11
38,no,travel_rarely,9,2,unknown,3,F,3,1, laboratory technician ,4,single,1,unknown,12,3,full-time,0,3,2,2,1,yes,6399,11
31,no,travel_rarely,12,1,medical,3,F,3,1, research scientist ,4,unknown,8,unknown,23,3,part-time,1,3,4,0,2,yes,3929,7
34,no,travel_rarely,27,2,medical,4,F,3,1, research scientist ,2,unknown,2,No,15,4,full-time,0,3,3,1,2,yes,5129,9
50,no,non-travel,1,3,unknown,3,M,2,1, laboratory technician ,3,unknown,2,unknown,15,4,full-time,1,2,3,0,2,no,6399,11
53,no,non-travel,13,2,unknown,4,F,4,2, manufacturing director ,1,divorced,1,No,11,3,full-time,2,3,4,1,3,no,3113,5
35,no,travel_frequently,24,3,medical,2,F,3,2, laboratory technician ,2,single,5,unknown,11,4,full-time,0,3,6,1,2,yes,4425,8
27,no,travel_frequently,1,1,unknown,3,M,2,2, manufacturing director ,1,married,5,unknown,19,3,full-time,1,3,2,2,0,no,6399,11
40,no,non-travel,38,2,unknown,3,M,3,2, laboratory technician ,4,married,8,unknown,15,3,full-time,1,4,7,3,7,yes,6399,11
22,no,non-travel,22,3,life sciences,22,M,4,1, research scientist ,2,unknown,1,unknown,16,1,full-time,1,2,4,2,2,no,2328,4
40,no,non-travel,10,5,life sciences,4,M,2,2, healthcare representative ,4,unknown,9,No,14,4,part-time,1,1,3,0,2,yes,3113,5
46,no,non-travel,1,4,unknown,4,M,3,3, healthcare representative ,1,unknown,7,No,16,3,part-time,1,3,4,0,3,yes,9161,17
30,yes,non-travel,3,3,technical degree,4,F,3,1, research scientist ,1,unknown,5,Yes,11,3,full-time,0,3,5,0,4,yes,2657,8
29,yes,non-travel,1,3,unknown,3,M,3,1, research scientist ,3,single,0,unknown,14,4,full-time,0,2,6,1,5,no,6399,11
54,no,non-travel,3,3,unknown,4,F,3,2, sales executive ,1,married,2,unknown,14,4,full-time,1,3,6,0,5,no,5940,16
33,no,travel_rarely,4,4,unknown,3,F,2,1, research scientist ,2,married,6,unknown,21,4,full-time,0,3,3,1,1,yes,2622,5
52,no,travel_rarely,2,3,unknown,3,F,2,1, laboratory technician ,4,single,7,unknown,15,2,full-time,0,2,2,2,2,yes,3212,6
59,no,travel_rarely,6,2,medical,2,M,3,1, human resources ,3,married,8,unknown,17,4,full-time,0,2,2,2,2,no,6399,11
32,yes,non-travel,1,3,unknown,4,M,2,1, laboratory technician ,3,single,0,unknown,14,4,full-time,0,1,3,1,2,yes,2609,4
39,no,non-travel,24,4,medical,24,F,3,1, laboratory technician ,3,divorced,7,No,14,3,part-time,3,3,3,1,2,no,4121,7
32,no,non-travel,26,4,marketing,3,M,3,2, sales executive ,4,unknown,0,No,18,1,part-time,0,3,3,2,2,yes,2609,4
31,no,non-travel,3,4,medical,2,M,3,3, research director ,3,divorced,9,No,12,1,full-time,1,3,2,2,2,yes,6399,11
33,no,travel_rarely,5,4,life sciences,3,F,2,1, research scientist ,4,married,1,unknown,13,3,full-time,1,2,2,0,2,yes,2911,2
45,no,non-travel,23,4,life sciences,1,M,4,2, manufacturing director ,3,unknown,4,unknown,17,4,full-time,1,3,3,0,2,yes,5129,9
42,no,non-travel,17,2,unknown,4,F,4,2, research scientist ,1,single,3,Yes,13,3,full-time,0,3,3,0,2,yes,6399,11
29,no,non-travel,19,2,marketing,4,M,3,2, sales executive ,4,divorced,2,No,14,4,full-time,1,3,3,0,2,no,6931,12
25,no,travel_rarely,1,3,unknown,1,F,3,2, manufacturing director ,3,married,0,No,12,4,full-time,2,3,4,1,2,no,3113,5
32,no,non-travel,2,1,unknown,4,M,2,2, laboratory technician ,1,unknown,4,No,13,4,part-time,0,3,6,0,4,no,2176,9
28,no,travel_rarely,9,3,unknown,4,M,3,1, research scientist ,4,married,1,No,23,4,full-time,1,3,5,0,4,yes,6399,11
21,no,travel_rarely,3,2,unknown,4,M,2,1, research scientist ,3,single,1,No,17,1,part-time,0,4,3,1,0,no,3230,6
37,no,non-travel,1,4,medical,1,F,3,3, research director ,4,divorced,2,Yes,18,1,full-time,2,3,5,0,2,no,6399,11
38,no,travel_rarely,23,4,life sciences,4,M,3,2, healthcare representative ,4,unknown,9,unknown,14,2,part-time,1,3,2,1,2,no,6399,11
26,yes,travel_rarely,16,4,medical,1,M,3,1, laboratory technician ,2,divorced,2,Yes,13,4,part-time,1,3,3,0,2,no,6399,11
49,no,non-travel,10,4,life sciences,3,F,3,5, research director ,1,single,9,Yes,11,4,full-time,0,3,3,1,2,yes,18665,31
31,no,travel_frequently,5,3,unknown,4,F,3,1, sales representative ,2,divorced,1,unknown,11,3,full-time,1,2,2,2,2,yes,2789,2
37,no,travel_frequently,9,3,medical,2,M,3,1, research scientist ,4,married,1,unknown,12,3,part-time,3,2,4,1,2,no,6399,11
31,no,travel_rarely,11,4,unknown,11,M,3,1, research scientist ,4,married,0,unknown,12,3,full-time,1,3,5,0,3,yes,6399,11
31,no,travel_rarely,2,3,human resources,1,M,2,2, human resources ,1,unknown,3,No,12,4,full-time,0,3,2,1,0,no,6410,11
31,no,non-travel,2,4,unknown,3,M,3,1, research scientist ,4,unknown,0,unknown,18,2,full-time,1,1,2,2,2,yes,2105,3
52,yes,non-travel,17,4,medical,17,M,2,2, research scientist ,2,unknown,2,No,15,1,part-time,0,2,8,7,7,no,4941,11
28,yes,non-travel,2,4,medical,1,M,1,1, research scientist ,4,married,5,Yes,13,4,full-time,0,2,3,2,2,yes,6399,11
47,no,travel_rarely,5,5,unknown,4,M,3,5, research director ,3,married,4,unknown,11,2,part-time,1,3,3,1,1,no,11177,21
29,no,non-travel,9,5,other,2,M,2,1, laboratory technician ,4,unknown,0,No,17,3,part-time,0,3,3,2,2,yes,3983,4
37,no,non-travel,5,2,medical,4,M,3,2, manufacturing director ,4,unknown,7,No,16,3,full-time,2,2,6,0,4,yes,6347,8
23,no,non-travel,26,1,unknown,3,M,3,1, research scientist ,4,unknown,1,unknown,12,3,full-time,2,2,4,0,2,no,2904,5
42,no,travel_rarely,2,1,unknown,3,M,3,1, human resources ,3,divorced,0,Yes,11,3,full-time,1,3,3,1,0,no,2696,4
30,no,non-travel,25,2,unknown,4,F,3,2, sales executive ,3,unknown,7,unknown,12,2,full-time,1,4,2,2,2,no,2609,4
21,yes,non-travel,31,1,unknown,1,F,2,1, sales representative ,2,single,1,unknown,11,3,full-time,0,3,3,1,2,yes,2174,3
57,no,travel_rarely,1,4,medical,4,M,3,2, healthcare representative ,3,unknown,2,No,11,3,full-time,0,3,3,1,2,yes,6755,12
21,no,non-travel,9,2,unknown,1,M,3,1, sales representative ,4,single,1,unknown,24,3,full-time,0,2,3,2,2,yes,2105,3
31,no,travel_rarely,9,4,life sciences,3,M,2,1, research scientist ,2,unknown,0,unknown,16,4,full-time,0,3,2,2,2,yes,2657,3
29,no,non-travel,17,3,unknown,17,M,3,1, research scientist ,4,unknown,9,No,16,4,full-time,0,3,3,1,2,no,3617,6
27,no,travel_rarely,1,2,unknown,4,M,3,1, laboratory technician ,2,unknown,1,No,11,2,part-time,1,3,5,0,4,yes,3113,5
49,no,travel_rarely,7,3,other,2,M,2,3, healthcare representative ,3,single,8,No,24,3,full-time,0,3,5,0,0,yes,10965,18
36,no,travel_rarely,2,3,unknown,4,F,3,1, research scientist ,3,married,4,No,13,2,full-time,1,3,2,2,2,yes,2543,5
34,yes,non-travel,19,3,marketing,1,M,4,2, sales executive ,4,unknown,8,Yes,13,2,full-time,0,2,5,0,4,yes,5304,9
24,no,non-travel,10,4,marketing,4,F,3,2, sales executive ,3,divorced,1,Yes,12,4,full-time,1,4,5,0,3,yes,6399,11
42,no,non-travel,1,4,unknown,2,F,3,1, laboratory technician ,1,unknown,3,No,16,2,part-time,1,3,5,1,2,yes,4625,8
54,no,non-travel,5,2,medical,1,M,3,5, research director ,1,married,4,unknown,11,3,part-time,1,2,4,1,2,no,19406,24
34,no,non-travel,4,4,unknown,3,F,3,2, sales executive ,3,married,9,No,15,1,full-time,1,3,3,1,2,yes,6538,11
43,no,non-travel,21,3,unknown,4,M,3,1, laboratory technician ,4,unknown,7,unknown,20,1,part-time,1,3,3,1,2,yes,2258,4
43,no,travel_rarely,8,4,other,3,F,3,2, healthcare representative ,3,unknown,4,Yes,14,4,full-time,0,3,5,0,2,yes,6399,11
31,no,travel_rarely,1,2,unknown,4,M,2,1, laboratory technician ,1,married,1,No,12,3,part-time,1,3,4,3,2,no,2218,4
25,yes,travel_rarely,3,3,medical,1,M,3,1, laboratory technician ,1,married,5,No,13,3,part-time,1,3,2,0,2,yes,3617,6
45,no,non-travel,10,2,life sciences,1,M,3,1, research scientist ,4,married,3,No,21,4,full-time,2,2,2,0,2,yes,2654,8
52,no,travel_rarely,4,2,life sciences,4,F,3,4, manager ,4,married,2,No,13,4,full-time,0,1,5,1,4,no,16217,31
34,yes,travel_frequently,6,2,unknown,4,F,1,1, sales representative ,3,unknown,0,No,16,4,full-time,1,2,2,1,0,yes,2105,3
26,no,travel_rarely,23,3,life sciences,1,F,3,1, research scientist ,4,divorced,1,No,22,2,full-time,2,1,3,0,2,yes,6399,11
29,no,non-travel,3,4,unknown,2,M,2,3, research director ,3,unknown,1,No,18,3,full-time,0,3,10,0,7,yes,11935,20
29,yes,non-travel,25,5,technical degree,3,F,2,1, research scientist ,2,married,5,No,16,2,full-time,0,4,2,1,1,no,2546,6
46,no,non-travel,2,3,life sciences,1,M,3,4, research director ,3,married,6,No,13,3,part-time,0,1,3,0,1,no,17861,29
46,no,non-travel,10,3,marketing,3,F,2,3, sales executive ,4,unknown,2,unknown,19,3,part-time,1,3,3,1,2,no,8153,15
30,no,travel_rarely,7,1,marketing,4,M,3,1, sales representative ,2,single,0,unknown,14,1,part-time,0,3,3,1,2,yes,6399,11
34,yes,travel_frequently,23,3,unknown,2,F,3,3, human resources ,1,divorced,9,Yes,15,3,full-time,3,3,3,0,2,no,6399,11
42,no,non-travel,5,2,other,2,M,3,1, laboratory technician ,3,married,4,No,17,4,full-time,1,3,2,2,0,yes,6399,11
22,yes,non-travel,25,1,technical degree,3,M,2,1, laboratory technician ,3,single,5,No,16,3,full-time,0,3,2,1,2,yes,3894,4
29,no,travel_rarely,19,3,technical degree,4,M,3,2, manufacturing director ,4,divorced,4,No,12,2,full-time,2,4,3,1,2,yes,4262,8
46,no,travel_frequently,18,1,medical,1,F,3,3, healthcare representative ,3,married,5,No,11,4,full-time,0,2,2,1,2,yes,10527,18
32,yes,non-travel,11,4,other,4,M,4,2, sales executive ,3,unknown,8,unknown,12,4,part-time,0,3,4,1,2,yes,6399,11
24,no,non-travel,24,3,medical,4,M,3,1, sales representative ,4,unknown,0,No,13,3,full-time,2,3,2,2,1,no,2400,3
35,no,travel_rarely,25,2,unknown,1,M,2,2, laboratory technician ,4,single,4,No,14,4,full-time,0,3,3,0,2,no,3681,7
42,no,non-travel,2,4,life sciences,3,F,3,2, healthcare representative ,4,married,1,No,13,2,full-time,2,3,10,2,2,yes,5633,10
48,no,travel_rarely,1,4,unknown,4,F,2,4, manager ,1,married,7,No,11,1,full-time,1,1,3,0,2,yes,11177,21
44,no,travel_rarely,1,4,unknown,1,F,2,2, human resources ,3,unknown,4,No,11,2,full-time,0,4,2,0,2,yes,5633,10
34,no,non-travel,14,3,unknown,3,F,3,1, sales representative ,3,unknown,1,Yes,18,4,full-time,2,3,8,0,6,yes,4625,8
21,no,non-travel,22,1,technical degree,3,M,3,1, sales representative ,3,unknown,1,unknown,11,3,full-time,0,3,3,1,2,yes,3447,6
44,no,travel_rarely,3,4,unknown,4,M,3,5, manager ,4,unknown,4,unknown,12,1,full-time,1,4,2,0,1,yes,19513,26
22,no,travel_rarely,6,1,medical,1,M,3,1, research scientist ,3,married,0,unknown,20,4,part-time,0,3,2,2,2,yes,6399,11
26,no,travel_rarely,6,3,unknown,3,F,3,1, laboratory technician ,4,unknown,1,Yes,13,3,full-time,1,3,3,0,2,no,2659,5
36,no,non-travel,9,2,medical,2,M,2,2, manufacturing director ,2,unknown,2,Yes,11,3,full-time,1,3,3,0,2,yes,8847,13
27,no,non-travel,3,4,medical,1,M,2,1, research scientist ,4,single,0,unknown,13,4,full-time,0,3,4,1,1,yes,2045,5
23,no,travel_rarely,4,3,unknown,1,M,4,1, research scientist ,1,unknown,2,unknown,16,1,full-time,1,4,3,0,2,no,3113,5
25,no,non-travel,8,3,life sciences,4,M,4,2, sales executive ,2,unknown,0,No,22,3,full-time,1,3,3,1,2,no,4851,4
48,no,non-travel,14,1,unknown,14,M,4,2, sales executive ,2,married,3,unknown,12,4,full-time,0,3,2,2,2,yes,8120,14
24,yes,travel_rarely,3,2,life sciences,1,F,3,2, sales executive ,3,single,9,No,14,1,full-time,0,3,2,2,0,yes,4577,8
60,no,travel_rarely,16,4,unknown,1,M,3,2, sales executive ,1,single,8,No,14,4,part-time,0,3,2,2,2,no,5405,10
50,no,non-travel,8,4,marketing,4,M,3,1, sales representative ,2,married,7,No,15,4,full-time,1,3,2,2,2,yes,2609,4
44,no,non-travel,24,3,unknown,1,M,1,1, laboratory technician ,3,single,2,unknown,14,3,full-time,0,3,5,1,4,no,3708,9
47,no,travel_frequently,3,3,unknown,4,F,3,4, sales executive ,3,divorced,9,Yes,12,4,full-time,2,2,22,11,13,yes,13770,28
42,yes,non-travel,19,3,unknown,3,M,4,1, research scientist ,3,divorced,6,unknown,12,4,full-time,0,3,2,2,2,yes,6399,11
43,no,travel_frequently,15,3,life sciences,4,M,2,2, sales executive ,4,married,3,unknown,18,3,full-time,1,3,2,2,2,yes,4121,7
40,no,non-travel,2,1,unknown,4,F,2,1, research scientist ,4,single,0,unknown,20,4,full-time,0,2,4,2,3,no,3113,5
29,no,non-travel,10,3,unknown,4,M,3,1, sales representative ,2,unknown,1,No,14,4,part-time,2,3,2,2,2,no,2297,4
53,no,non-travel,6,3,unknown,4,M,3,2, laboratory technician ,4,single,2,unknown,17,4,full-time,0,3,2,2,2,no,2450,19
23,no,travel_rarely,12,1,medical,1,M,4,1, research scientist ,3,single,1,unknown,18,4,part-time,0,3,2,0,2,no,6399,11
55,yes,non-travel,2,3,medical,4,M,3,5, manager ,1,unknown,5,Yes,13,4,full-time,1,3,5,1,4,no,12689,24
26,no,travel_frequently,1,2,life sciences,1,F,1,1, laboratory technician ,4,unknown,3,No,14,1,part-time,1,3,2,2,0,yes,6399,11
34,no,travel_rarely,1,4,unknown,2,F,4,1, research scientist ,4,single,2,No,16,3,part-time,0,3,4,1,3,no,6399,11
27,no,non-travel,8,1,marketing,3,M,3,2, sales executive ,4,married,0,unknown,19,2,full-time,1,3,4,1,1,yes,4342,5
35,no,travel_rarely,8,4,unknown,1,F,3,1, sales representative ,4,unknown,1,No,16,2,full-time,1,2,3,0,2,yes,2572,3
30,no,travel_rarely,18,3,unknown,4,M,1,1, laboratory technician ,3,married,3,No,21,3,full-time,2,3,2,0,2,yes,4121,7
34,no,non-travel,8,2,unknown,3,F,3,2, sales executive ,1,unknown,5,No,17,2,full-time,1,3,3,1,2,yes,6500,11
52,no,travel_rarely,25,4,life sciences,25,F,3,2, laboratory technician ,3,unknown,8,unknown,20,2,part-time,1,3,5,1,4,yes,3149,9
33,yes,travel_rarely,16,3,marketing,1,F,3,2, sales executive ,1,single,5,unknown,15,3,full-time,0,3,3,0,2,no,5324,9
35,no,travel_rarely,20,4,unknown,20,F,4,1, research scientist ,3,single,3,No,13,3,full-time,0,3,2,2,2,no,4121,7
28,yes,non-travel,2,4,unknown,3,M,3,1, research scientist ,3,single,6,No,17,4,full-time,0,2,2,2,1,yes,4382,5
36,no,travel_rarely,13,3,human resources,3,M,3,1, human resources ,2,married,4,unknown,13,2,full-time,1,3,5,0,4,yes,6399,11
34,no,travel_frequently,16,4,unknown,3,F,2,1, research scientist ,4,single,1,No,16,3,part-time,0,3,5,1,3,yes,2553,6
34,no,non-travel,3,2,unknown,3,M,3,1, human resources ,4,unknown,0,unknown,19,3,full-time,1,1,3,0,2,no,2609,4
44,no,travel_rarely,4,3,unknown,4,M,3,2, healthcare representative ,2,single,9,unknown,12,4,part-time,0,2,5,2,3,yes,5933,10
32,no,non-travel,13,4,life sciences,2,M,3,2, sales executive ,4,divorced,2,unknown,11,3,part-time,1,2,5,0,3,yes,4403,8
53,no,non-travel,7,2,unknown,1,F,2,3, sales executive ,4,married,7,Yes,18,4,full-time,1,3,5,0,4,no,10934,35
22,no,non-travel,1,2,life sciences,4,M,2,2, manufacturing director ,4,unknown,6,unknown,22,1,full-time,2,1,2,2,2,no,2609,4
44,no,travel_rarely,8,4,life sciences,1,M,4,1, laboratory technician ,4,unknown,2,Yes,24,3,full-time,1,2,3,0,2,no,5633,10
35,yes,travel_frequently,25,4,life sciences,4,F,3,1, research scientist ,2,divorced,1,unknown,19,1,full-time,1,2,10,7,8,yes,2022,10
25,no,non-travel,4,1,unknown,3,M,2,2, sales executive ,1,unknown,1,No,12,1,full-time,0,4,5,0,3,no,4256,5
49,no,travel_rarely,1,3,technical degree,3,F,3,1, research scientist ,1,unknown,2,No,16,2,full-time,1,3,4,0,2,no,3580,7
24,no,non-travel,19,1,life sciences,1,M,2,1, laboratory technician ,4,unknown,0,unknown,17,4,full-time,0,2,5,3,4,no,6399,11
38,no,travel_rarely,9,3,marketing,2,M,2,1, sales representative ,2,unknown,0,unknown,19,4,part-time,1,3,2,1,2,yes,2899,3
29,yes,travel_rarely,1,3,medical,2,F,2,1, sales representative ,3,unknown,6,Yes,19,3,part-time,3,3,3,0,2,no,3113,5
43,no,travel_frequently,1,3,life sciences,4,F,3,2, healthcare representative ,4,married,4,unknown,13,2,part-time,1,2,5,2,2,yes,5562,12
28,no,travel_rarely,5,4,medical,1,M,3,2, sales executive ,4,single,1,unknown,14,2,part-time,0,3,4,0,2,no,2609,4
20,yes,travel_rarely,2,3,unknown,3,F,2,1, sales representative ,3,single,1,unknown,13,4,full-time,0,2,2,0,2,yes,1601,2
47,no,non-travel,2,4,life sciences,4,F,2,1, sales representative ,4,single,1,Yes,18,1,full-time,0,2,3,1,2,yes,2105,3
22,yes,travel_rarely,3,1,life sciences,2,F,3,2, manufacturing director ,3,married,0,Yes,19,1,full-time,1,4,3,0,2,yes,2609,4
28,no,non-travel,9,3,medical,3,F,3,1, research scientist ,3,divorced,5,No,18,2,full-time,1,3,2,2,2,yes,2377,6
39,yes,non-travel,6,3,medical,4,M,3,1, laboratory technician ,1,married,7,unknown,21,4,full-time,0,1,2,2,2,yes,2404,5
33,no,travel_rarely,1,4,unknown,3,M,2,1, research scientist ,1,single,3,unknown,11,2,full-time,0,3,3,0,2,no,2799,5
36,no,travel_rarely,7,4,other,2,M,3,1, research scientist ,4,single,2,unknown,18,3,part-time,0,3,6,0,1,yes,4625,8
35,no,travel_rarely,48,3,unknown,3,F,3,2, sales executive ,3,unknown,1,unknown,16,2,full-time,0,3,5,1,0,yes,3113,5
31,yes,non-travel,9,2,medical,3,M,2,1, research scientist ,1,single,0,Yes,22,1,full-time,0,3,3,1,2,no,2609,4
33,no,travel_rarely,13,1,life sciences,2,F,3,1, research scientist ,4,single,3,unknown,18,1,full-time,0,3,3,0,2,no,3452,5
27,no,non-travel,24,4,unknown,24,F,3,1, laboratory technician ,2,married,9,No,14,2,full-time,1,3,2,2,2,no,2811,4
30,yes,travel_rarely,22,3,unknown,1,F,3,1, research scientist ,3,married,4,unknown,11,2,full-time,0,3,5,0,1,yes,6399,11
24,no,non-travel,17,1,medical,4,F,2,2, manufacturing director ,3,divorced,1,No,15,2,full-time,2,3,4,3,2,no,4377,5
35,yes,travel_rarely,14,4,other,3,M,2,1, laboratory technician ,2,divorced,1,Yes,24,4,part-time,1,1,4,0,2,no,3113,5
30,yes,non-travel,5,3,unknown,2,F,3,1, laboratory technician ,2,unknown,0,unknown,17,1,full-time,0,3,3,1,2,yes,2609,4
48,no,travel_rarely,6,3,unknown,1,M,2,2, healthcare representative ,3,unknown,2,No,13,4,full-time,0,3,2,2,2,yes,4240,19
41,no,travel_rarely,7,2,medical,4,F,3,2, manufacturing director ,3,unknown,6,unknown,14,2,full-time,0,3,2,2,1,no,4625,8
27,no,non-travel,2,4,unknown,1,F,3,2, manufacturing director ,4,unknown,0,unknown,18,2,full-time,1,3,3,2,2,yes,4227,8
35,no,travel_rarely,10,3,other,2,M,3,1, laboratory technician ,4,unknown,1,No,20,1,full-time,1,2,3,1,2,no,3917,3
26,yes,non-travel,29,2,medical,2,M,1,2, sales executive ,1,single,8,No,18,4,part-time,0,3,2,2,2,yes,4969,9
33,no,non-travel,8,1,life sciences,2,F,2,1, sales representative ,4,unknown,0,unknown,19,4,full-time,0,2,2,2,2,no,6399,11
26,yes,non-travel,2,3,life sciences,1,M,3,1, research scientist ,1,married,6,unknown,14,2,full-time,1,3,3,1,2,yes,2042,6
38,no,travel_frequently,3,4,unknown,3,M,3,1, research scientist ,3,unknown,3,No,16,1,full-time,1,3,2,2,2,no,2821,8
46,no,non-travel,47,4,medical,47,M,3,5, research director ,4,unknown,9,No,17,4,part-time,2,3,2,2,2,yes,12185,23
20,yes,non-travel,9,3,marketing,4,F,3,1, sales representative ,4,single,1,Yes,14,2,part-time,0,3,2,0,2,yes,1601,2
30,no,non-travel,20,3,other,20,M,3,2, manufacturing director ,1,married,0,unknown,15,3,full-time,1,2,6,0,2,no,9957,7
27,no,non-travel,8,5,unknown,1,M,1,1, laboratory technician ,3,married,1,unknown,19,4,part-time,3,3,3,1,2,no,2105,3
55,no,non-travel,2,1,unknown,4,M,3,3, manufacturing director ,2,married,3,No,18,2,full-time,1,3,3,1,2,yes,12185,23
33,no,travel_rarely,5,3,life sciences,4,M,2,3, healthcare representative ,4,unknown,4,No,15,3,full-time,1,3,3,1,2,yes,6399,11
28,no,non-travel,15,2,life sciences,1,M,3,1, laboratory technician ,3,unknown,1,No,16,4,full-time,1,2,4,2,2,yes,2207,4
34,no,non-travel,3,1,life sciences,1,M,3,2, healthcare representative ,4,unknown,0,No,17,3,full-time,0,2,6,0,4,yes,7756,13
33,yes,non-travel,25,3,medical,1,M,2,1, research scientist ,2,single,4,Yes,20,2,full-time,0,3,2,2,2,no,3113,5
33,no,non-travel,7,3,life sciences,4,F,3,2, sales executive ,2,married,0,No,17,3,part-time,1,3,3,0,2,no,2609,4
21,no,non-travel,1,1,unknown,4,F,2,1, research scientist ,2,single,1,Yes,11,3,part-time,0,4,2,2,2,yes,2070,2
31,no,travel_frequently,20,3,unknown,3,M,4,1, sales representative ,4,married,0,No,12,1,full-time,1,3,2,2,2,yes,2791,3
35,no,non-travel,11,2,marketing,4,M,3,2, sales executive ,4,divorced,1,unknown,11,4,full-time,1,3,5,0,2,yes,3113,5
34,no,non-travel,2,2,unknown,4,M,3,2, manufacturing director ,3,single,2,No,11,4,part-time,0,3,3,0,2,yes,6399,11
33,yes,non-travel,9,4,unknown,1,F,3,2, sales executive ,1,single,0,unknown,17,1,full-time,0,3,5,0,3,no,8224,6
