,age,attrition,business_travel,distance_from_home,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income_$,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,worklife_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,remote_work
818,24,no,travel_rarely,3,2,other,1,F,3,2, sales executive ,3,married,,0,No,21,4.0,1,full-time,1,4.0,2.0,3,0,2,yes
819,44,no,non-travel,23,3,,2,M,3,2, laboratory technician ,2,married,,4,,12,3.0,3,full-time,1,,4.0,3,1,2,yes
820,37,yes,travel_rarely,6,4,human resources,3,M,3,1, human resources ,1,divorced,,4,,22,4.0,4,full-time,0,,3.0,3,0,2,yes
821,59,no,non-travel,2,4,human resources,3,F,2,5, manager ,4,,18844.0,9,No,21,4.0,4,part-time,1,,3.0,3,2,2,no
822,25,no,non-travel,7,1,,4,M,2,1, research scientist ,4,married,,1,No,11,3.0,3,full-time,2,,,2,2,1,yes
823,43,no,non-travel,26,3,medical,2,F,4,1, research scientist ,3,single,4739.0,4,,12,3.0,4,full-time,0,,3.0,3,1,2,yes
824,50,no,travel_frequently,12,3,,3,F,3,3, sales executive ,4,single,,4,No,11,3.0,4,full-time,0,16.0,,2,2,1,no
825,31,yes,travel_rarely,20,3,,2,F,1,2, sales executive ,3,,,3,Yes,11,3.0,3,full-time,1,4.0,3.0,2,2,2,yes
826,36,no,non-travel,6,2,medical,2,M,3,2, manufacturing director ,2,divorced,,6,No,20,4.0,4,full-time,2,7.0,3.0,3,0,1,no
827,51,yes,travel_frequently,16,4,,1,M,1,3, manufacturing director ,4,,10650.0,2,,15,3.0,4,full-time,0,18.0,3.0,4,0,3,no
828,25,no,non-travel,28,3,life sciences,1,M,2,2, sales executive ,3,,,2,,18,3.0,4,full-time,0,,3.0,2,2,2,no
829,38,no,travel_rarely,3,5,technical degree,4,F,3,2, research scientist ,3,,4317.0,3,Yes,20,4.0,2,full-time,0,19.0,,3,2,2,no
830,30,no,travel_rarely,5,3,technical degree,4,F,3,1, research scientist ,1,divorced,,5,No,14,,4,full-time,1,8.0,3.0,3,2,2,yes
831,22,no,non-travel,36,1,medical,36,M,3,1, research scientist ,4,married,,1,No,24,4.0,1,part-time,2,2.0,3.0,2,2,2,yes
832,27,no,non-travel,9,3,medical,4,M,3,1, research scientist ,2,,2024.0,6,,18,3.0,4,part-time,1,,1.0,2,2,2,yes
833,28,no,non-travel,21,3,medical,3,M,3,1, research scientist ,4,married,,1,No,11,3.0,3,full-time,1,5.0,1.0,5,0,2,yes
834,27,no,non-travel,17,3,,3,M,3,1, research scientist ,2,,3058.0,0,,16,3.0,4,full-time,1,6.0,2.0,5,1,1,yes
835,56,no,travel_rarely,8,3,life sciences,3,F,3,1, research scientist ,1,divorced,,4,,18,3.0,3,part-time,1,,,2,2,2,yes
836,38,no,travel_rarely,9,2,,3,F,3,1, laboratory technician ,4,single,,1,,12,,3,full-time,0,,,2,2,1,yes
837,31,no,travel_rarely,12,1,medical,3,F,3,1, research scientist ,4,,3929.0,8,,23,4.0,3,part-time,1,7.0,3.0,4,0,2,yes
838,34,no,travel_rarely,27,2,medical,4,F,3,1, research scientist ,2,,,2,No,15,3.0,4,full-time,0,9.0,3.0,3,1,2,yes
839,50,no,non-travel,1,3,,3,M,2,1, laboratory technician ,3,,,2,,15,3.0,4,full-time,1,,2.0,3,0,2,no
840,53,no,non-travel,13,2,,4,F,4,2, manufacturing director ,1,divorced,,1,No,11,3.0,3,full-time,2,5.0,3.0,4,1,3,no
841,35,no,travel_frequently,24,3,medical,2,F,3,2, laboratory technician ,2,single,4425.0,5,,11,3.0,4,full-time,0,,3.0,6,1,2,yes
842,27,no,travel_frequently,1,1,,3,M,2,2, manufacturing director ,1,married,,5,,19,3.0,3,full-time,1,,3.0,2,2,0,no
843,40,no,non-travel,38,2,,3,M,3,2, laboratory technician ,4,married,,8,,15,3.0,3,full-time,1,,4.0,7,3,7,yes
844,22,no,non-travel,22,3,life sciences,22,M,4,1, research scientist ,2,,2328.0,1,,16,3.0,1,full-time,1,4.0,2.0,4,2,2,no
845,40,no,non-travel,10,5,life sciences,4,M,2,2, healthcare representative ,4,,,9,No,14,3.0,4,part-time,1,5.0,1.0,3,0,2,yes
846,46,no,non-travel,1,4,,4,M,3,3, healthcare representative ,1,,,7,No,16,3.0,3,part-time,1,17.0,3.0,4,0,3,yes
847,30,yes,non-travel,3,3,technical degree,4,F,3,1, research scientist ,1,,2657.0,5,Yes,11,3.0,3,full-time,0,8.0,3.0,5,0,4,yes
848,29,yes,non-travel,1,3,,3,M,3,1, research scientist ,3,single,,0,,14,3.0,4,full-time,0,,2.0,6,1,5,no
849,54,no,non-travel,3,3,,4,F,3,2, sales executive ,1,married,5940.0,2,,14,3.0,4,full-time,1,16.0,3.0,6,0,5,no
850,33,no,travel_rarely,4,4,,3,F,2,1, research scientist ,2,married,2622.0,6,,21,4.0,4,full-time,0,,3.0,3,1,1,yes
851,52,no,travel_rarely,2,3,,3,F,2,1, laboratory technician ,4,single,3212.0,7,,15,3.0,2,full-time,0,,2.0,2,2,2,yes
852,59,no,travel_rarely,6,2,medical,2,M,3,1, human resources ,3,married,,8,,17,3.0,4,full-time,0,,2.0,2,2,2,no
853,32,yes,non-travel,1,3,,4,M,2,1, laboratory technician ,3,single,,0,,14,3.0,4,full-time,0,4.0,1.0,3,1,2,yes
854,39,no,non-travel,24,4,medical,24,F,3,1, laboratory technician ,3,divorced,,7,No,14,3.0,3,part-time,3,7.0,3.0,3,1,2,no
855,32,no,non-travel,26,4,marketing,3,M,3,2, sales executive ,4,,,0,No,18,3.0,1,part-time,0,4.0,3.0,3,2,2,yes
856,31,no,non-travel,3,4,medical,2,M,3,3, research director ,3,divorced,,9,No,12,3.0,1,full-time,1,,3.0,2,2,2,yes
857,33,no,travel_rarely,5,4,life sciences,3,F,2,1, research scientist ,4,married,2911.0,1,,13,3.0,3,full-time,1,2.0,2.0,2,0,2,yes
858,45,no,non-travel,23,4,life sciences,1,M,4,2, manufacturing director ,3,,,4,,17,3.0,4,full-time,1,9.0,3.0,3,0,2,yes
859,42,no,non-travel,17,2,,4,F,4,2, research scientist ,1,single,,3,Yes,13,3.0,3,full-time,0,,3.0,3,0,2,yes
860,29,no,non-travel,19,2,marketing,4,M,3,2, sales executive ,4,divorced,6931.0,2,No,14,3.0,4,full-time,1,,3.0,3,0,2,no
861,25,no,travel_rarely,1,3,,1,F,3,2, manufacturing director ,3,married,,0,No,12,3.0,4,full-time,2,5.0,3.0,4,1,2,no
862,32,no,non-travel,2,1,,4,M,2,2, laboratory technician ,1,,2176.0,4,No,13,3.0,4,part-time,0,9.0,3.0,6,0,4,no
863,28,no,travel_rarely,9,3,,4,M,3,1, research scientist ,4,married,,1,No,23,4.0,4,full-time,1,,,5,0,4,yes
864,21,no,travel_rarely,3,2,,4,M,2,1, research scientist ,3,single,3230.0,1,No,17,3.0,1,part-time,0,,4.0,3,1,0,no
865,37,no,non-travel,1,4,medical,1,F,3,3, research director ,4,divorced,,2,Yes,18,3.0,1,full-time,2,,3.0,5,0,2,no
866,38,no,travel_rarely,23,4,life sciences,4,M,3,2, healthcare representative ,4,,,9,,14,3.0,2,part-time,1,,3.0,2,1,2,no
867,26,yes,travel_rarely,16,4,medical,1,M,3,1, laboratory technician ,2,divorced,,2,Yes,13,3.0,4,part-time,1,,3.0,3,0,2,no
868,49,no,non-travel,10,4,life sciences,3,F,3,5, research director ,1,single,18665.0,9,Yes,11,3.0,4,full-time,0,,3.0,3,1,2,yes
869,31,no,travel_frequently,5,3,,4,F,3,1, sales representative ,2,divorced,2789.0,1,,11,3.0,3,full-time,1,2.0,2.0,2,2,2,yes
870,37,no,travel_frequently,9,3,medical,2,M,3,1, research scientist ,4,married,,1,,12,3.0,3,part-time,3,,2.0,4,1,2,no
871,31,no,travel_rarely,11,4,,11,M,3,1, research scientist ,4,married,,0,,12,3.0,3,full-time,1,,3.0,5,0,3,yes
872,31,no,travel_rarely,2,3,human resources,1,M,2,2, human resources ,1,,6410.0,3,No,12,3.0,4,full-time,0,,3.0,2,1,0,no
873,31,no,non-travel,2,4,,3,M,3,1, research scientist ,4,,,0,,18,3.0,2,full-time,1,3.0,1.0,2,2,2,yes
874,52,yes,non-travel,17,4,medical,17,M,2,2, research scientist ,2,,4941.0,2,No,15,,1,part-time,0,11.0,2.0,8,7,7,no
875,28,yes,non-travel,2,4,medical,1,M,1,1, research scientist ,4,married,,5,Yes,13,3.0,4,full-time,0,,2.0,3,2,2,yes
876,47,no,travel_rarely,5,5,,4,M,3,5, research director ,3,married,,4,,11,3.0,2,part-time,1,21.0,3.0,3,1,1,no
877,29,no,non-travel,9,5,other,2,M,2,1, laboratory technician ,4,,3983.0,0,No,17,3.0,3,part-time,0,4.0,,3,2,2,yes
878,37,no,non-travel,5,2,medical,4,M,3,2, manufacturing director ,4,,6347.0,7,No,16,3.0,3,full-time,2,8.0,2.0,6,0,4,yes
879,23,no,non-travel,26,1,,3,M,3,1, research scientist ,4,,2904.0,1,,12,3.0,3,full-time,2,,2.0,4,0,2,no
880,42,no,travel_rarely,2,1,,3,M,3,1, human resources ,3,divorced,2696.0,0,Yes,11,3.0,3,full-time,1,4.0,3.0,3,1,0,no
881,30,no,non-travel,25,2,,4,F,3,2, sales executive ,3,,,7,,12,3.0,2,full-time,1,4.0,4.0,2,2,2,no
882,21,yes,non-travel,31,1,,1,F,2,1, sales representative ,2,single,2174.0,1,,11,3.0,3,full-time,0,3.0,3.0,3,1,2,yes
883,57,no,travel_rarely,1,4,medical,4,M,3,2, healthcare representative ,3,,6755.0,2,No,11,3.0,3,full-time,0,,3.0,3,1,2,yes
884,21,no,non-travel,9,2,,1,M,3,1, sales representative ,4,single,,1,,24,4.0,3,full-time,0,3.0,2.0,3,2,2,yes
885,31,no,travel_rarely,9,4,life sciences,3,M,2,1, research scientist ,2,,2657.0,0,,16,3.0,4,full-time,0,3.0,3.0,2,2,2,yes
886,29,no,non-travel,17,3,,17,M,3,1, research scientist ,4,,,9,No,16,,4,full-time,0,6.0,3.0,3,1,2,no
887,27,no,travel_rarely,1,2,,4,M,3,1, laboratory technician ,2,,,1,No,11,3.0,2,part-time,1,5.0,3.0,5,0,4,yes
888,49,no,travel_rarely,7,3,other,2,M,2,3, healthcare representative ,3,single,10965.0,8,No,24,4.0,3,full-time,0,,3.0,5,0,0,yes
889,36,no,travel_rarely,2,3,,4,F,3,1, research scientist ,3,married,2543.0,4,No,13,3.0,2,full-time,1,,3.0,2,2,2,yes
890,34,yes,non-travel,19,3,marketing,1,M,4,2, sales executive ,4,,5304.0,8,Yes,13,3.0,2,full-time,0,,2.0,5,0,4,yes
891,24,no,non-travel,10,4,marketing,4,F,3,2, sales executive ,3,divorced,,1,Yes,12,3.0,4,full-time,1,,4.0,5,0,3,yes
892,42,no,non-travel,1,4,,2,F,3,1, laboratory technician ,1,,,3,No,16,3.0,2,part-time,1,8.0,3.0,5,1,2,yes
893,54,no,non-travel,5,2,medical,1,M,3,5, research director ,1,married,19406.0,4,,11,3.0,3,part-time,1,24.0,2.0,4,1,2,no
894,34,no,non-travel,4,4,,3,F,3,2, sales executive ,3,married,6538.0,9,No,15,3.0,1,full-time,1,,3.0,3,1,2,yes
895,43,no,non-travel,21,3,,4,M,3,1, laboratory technician ,4,,2258.0,7,,20,4.0,1,part-time,1,,3.0,3,1,2,yes
896,43,no,travel_rarely,8,4,other,3,F,3,2, healthcare representative ,3,,,4,Yes,14,3.0,4,full-time,0,,3.0,5,0,2,yes
897,31,no,travel_rarely,1,2,,4,M,2,1, laboratory technician ,1,married,2218.0,1,No,12,3.0,3,part-time,1,4.0,,4,3,2,no
898,25,yes,travel_rarely,3,3,medical,1,M,3,1, laboratory technician ,1,married,,5,No,13,3.0,3,part-time,1,6.0,,2,0,2,yes
899,45,no,non-travel,10,2,life sciences,1,M,3,1, research scientist ,4,married,2654.0,3,No,21,,4,full-time,2,8.0,2.0,2,0,2,yes
900,52,no,travel_rarely,4,2,life sciences,4,F,3,4, manager ,4,married,,2,No,13,3.0,4,full-time,0,31.0,1.0,5,1,4,no
901,34,yes,travel_frequently,6,2,,4,F,1,1, sales representative ,3,,,0,No,16,3.0,4,full-time,1,3.0,2.0,2,1,0,yes
902,26,no,travel_rarely,23,3,life sciences,1,F,3,1, research scientist ,4,divorced,,1,No,22,4.0,2,full-time,2,,1.0,3,0,2,yes
903,29,no,non-travel,3,4,,2,M,2,3, research director ,3,,11935.0,1,No,18,3.0,3,full-time,0,,3.0,10,0,7,yes
904,29,yes,non-travel,25,5,technical degree,3,F,2,1, research scientist ,2,married,2546.0,5,No,16,3.0,2,full-time,0,6.0,4.0,2,1,1,no
905,46,no,non-travel,2,3,life sciences,1,M,3,4, research director ,3,married,17861.0,6,No,13,3.0,3,part-time,0,,1.0,3,0,1,no
906,46,no,non-travel,10,3,marketing,3,F,2,3, sales executive ,4,,,2,,19,3.0,3,part-time,1,15.0,3.0,3,1,2,no
907,30,no,travel_rarely,7,1,marketing,4,M,3,1, sales representative ,2,single,,0,,14,3.0,1,part-time,0,,3.0,3,1,2,yes
908,34,yes,travel_frequently,23,3,,2,F,3,3, human resources ,1,divorced,,9,Yes,15,3.0,3,full-time,3,,3.0,3,0,2,no
909,42,no,non-travel,5,2,other,2,M,3,1, laboratory technician ,3,married,,4,No,17,3.0,4,full-time,1,,,2,2,0,yes
910,22,yes,non-travel,25,1,technical degree,3,M,2,1, laboratory technician ,3,single,3894.0,5,No,16,3.0,3,full-time,0,4.0,3.0,2,1,2,yes
911,29,no,travel_rarely,19,3,technical degree,4,M,3,2, manufacturing director ,4,divorced,4262.0,4,No,12,3.0,2,full-time,2,8.0,4.0,3,1,2,yes
912,46,no,travel_frequently,18,1,medical,1,F,3,3, healthcare representative ,3,married,10527.0,5,No,11,3.0,4,full-time,0,,2.0,2,1,2,yes
913,32,yes,non-travel,11,4,other,4,M,4,2, sales executive ,3,,,8,,12,3.0,4,part-time,0,,3.0,4,1,2,yes
914,24,no,non-travel,24,3,medical,4,M,3,1, sales representative ,4,,2400.0,0,No,13,3.0,3,full-time,2,3.0,3.0,2,2,1,no
915,35,no,travel_rarely,25,2,,1,M,2,2, laboratory technician ,4,single,3681.0,4,No,14,3.0,4,full-time,0,,3.0,3,0,2,no
916,42,no,non-travel,2,4,life sciences,3,F,3,2, healthcare representative ,4,married,,1,No,13,3.0,2,full-time,2,10.0,3.0,10,2,2,yes
917,48,no,travel_rarely,1,4,,4,F,2,4, manager ,1,married,,7,No,11,3.0,1,full-time,1,21.0,1.0,3,0,2,yes
918,44,no,travel_rarely,1,4,,1,F,2,2, human resources ,3,,,4,No,11,,2,full-time,0,10.0,4.0,2,0,2,yes
919,34,no,non-travel,14,3,,3,F,3,1, sales representative ,3,,,1,Yes,18,3.0,4,full-time,2,8.0,3.0,8,0,6,yes
920,21,no,non-travel,22,1,technical degree,3,M,3,1, sales representative ,3,,3447.0,1,,11,,3,full-time,0,,3.0,3,1,2,yes
921,44,no,travel_rarely,3,4,,4,M,3,5, manager ,4,,19513.0,4,,12,3.0,1,full-time,1,26.0,4.0,2,0,1,yes
922,22,no,travel_rarely,6,1,medical,1,M,3,1, research scientist ,3,married,,0,,20,4.0,4,part-time,0,,3.0,2,2,2,yes
923,26,no,travel_rarely,6,3,,3,F,3,1, laboratory technician ,4,,2659.0,1,Yes,13,,3,full-time,1,,3.0,3,0,2,no
924,36,no,non-travel,9,2,medical,2,M,2,2, manufacturing director ,2,,8847.0,2,Yes,11,3.0,3,full-time,1,13.0,3.0,3,0,2,yes
925,27,no,non-travel,3,4,medical,1,M,2,1, research scientist ,4,single,2045.0,0,,13,3.0,4,full-time,0,5.0,3.0,4,1,1,yes
926,23,no,travel_rarely,4,3,,1,M,4,1, research scientist ,1,,,2,,16,3.0,1,full-time,1,5.0,4.0,3,0,2,no
927,25,no,non-travel,8,3,life sciences,4,M,4,2, sales executive ,2,,4851.0,0,No,22,4.0,3,full-time,1,4.0,3.0,3,1,2,no
928,48,no,non-travel,14,1,,14,M,4,2, sales executive ,2,married,8120.0,3,,12,3.0,4,full-time,0,,3.0,2,2,2,yes
929,24,yes,travel_rarely,3,2,life sciences,1,F,3,2, sales executive ,3,single,4577.0,9,No,14,3.0,1,full-time,0,,3.0,2,2,0,yes
930,60,no,travel_rarely,16,4,,1,M,3,2, sales executive ,1,single,5405.0,8,No,14,3.0,4,part-time,0,10.0,3.0,2,2,2,no
931,50,no,non-travel,8,4,marketing,4,M,3,1, sales representative ,2,married,,7,No,15,3.0,4,full-time,1,4.0,3.0,2,2,2,yes
932,44,no,non-travel,24,3,,1,M,1,1, laboratory technician ,3,single,3708.0,2,,14,3.0,3,full-time,0,9.0,3.0,5,1,4,no
933,47,no,travel_frequently,3,3,,4,F,3,4, sales executive ,3,divorced,13770.0,9,Yes,12,3.0,4,full-time,2,28.0,2.0,22,11,13,yes
934,42,yes,non-travel,19,3,,3,M,4,1, research scientist ,3,divorced,,6,,12,3.0,4,full-time,0,,3.0,2,2,2,yes
935,43,no,travel_frequently,15,3,life sciences,4,M,2,2, sales executive ,4,married,,3,,18,,3,full-time,1,7.0,3.0,2,2,2,yes
936,40,no,non-travel,2,1,,4,F,2,1, research scientist ,4,single,,0,,20,4.0,4,full-time,0,5.0,2.0,4,2,3,no
937,29,no,non-travel,10,3,,4,M,3,1, sales representative ,2,,2297.0,1,No,14,3.0,4,part-time,2,,3.0,2,2,2,no
938,53,no,non-travel,6,3,,4,M,3,2, laboratory technician ,4,single,2450.0,2,,17,3.0,4,full-time,0,19.0,3.0,2,2,2,no
939,23,no,travel_rarely,12,1,medical,1,M,4,1, research scientist ,3,single,,1,,18,3.0,4,part-time,0,,3.0,2,0,2,no
940,55,yes,non-travel,2,3,medical,4,M,3,5, manager ,1,,,5,Yes,13,3.0,4,full-time,1,24.0,3.0,5,1,4,no
941,26,no,travel_frequently,1,2,life sciences,1,F,1,1, laboratory technician ,4,,,3,No,14,3.0,1,part-time,1,,3.0,2,2,0,yes
942,34,no,travel_rarely,1,4,,2,F,4,1, research scientist ,4,single,,2,No,16,3.0,3,part-time,0,,3.0,4,1,3,no
943,27,no,non-travel,8,1,marketing,3,M,3,2, sales executive ,4,married,4342.0,0,,19,3.0,2,full-time,1,5.0,3.0,4,1,1,yes
944,35,no,travel_rarely,8,4,,1,F,3,1, sales representative ,4,,2572.0,1,No,16,3.0,2,full-time,1,3.0,2.0,3,0,2,yes
945,30,no,travel_rarely,18,3,,4,M,1,1, laboratory technician ,3,married,,3,No,21,,3,full-time,2,7.0,3.0,2,0,2,yes
946,34,no,non-travel,8,2,,3,F,3,2, sales executive ,1,,6500.0,5,No,17,3.0,2,full-time,1,,3.0,3,1,2,yes
947,52,no,travel_rarely,25,4,life sciences,25,F,3,2, laboratory technician ,3,,3149.0,8,,20,4.0,2,part-time,1,9.0,3.0,5,1,4,yes
948,33,yes,travel_rarely,16,3,marketing,1,F,3,2, sales executive ,1,single,5324.0,5,,15,3.0,3,full-time,0,,3.0,3,0,2,no
949,35,no,travel_rarely,20,4,,20,F,4,1, research scientist ,3,single,,3,No,13,3.0,3,full-time,0,7.0,3.0,2,2,2,no
950,28,yes,non-travel,2,4,,3,M,3,1, research scientist ,3,single,4382.0,6,No,17,3.0,4,full-time,0,5.0,2.0,2,2,1,yes
951,36,no,travel_rarely,13,3,human resources,3,M,3,1, human resources ,2,married,,4,,13,3.0,2,full-time,1,,3.0,5,0,4,yes
952,34,no,travel_frequently,16,4,,3,F,2,1, research scientist ,4,single,2553.0,1,No,16,3.0,3,part-time,0,6.0,3.0,5,1,3,yes
953,34,no,non-travel,3,2,,3,M,3,1, human resources ,4,,,0,,19,3.0,3,full-time,1,4.0,1.0,3,0,2,no
954,44,no,travel_rarely,4,3,,4,M,3,2, healthcare representative ,2,single,5933.0,9,,12,3.0,4,part-time,0,10.0,2.0,5,2,3,yes
955,32,no,non-travel,13,4,life sciences,2,M,3,2, sales executive ,4,divorced,4403.0,2,,11,3.0,3,part-time,1,8.0,2.0,5,0,3,yes
956,53,no,non-travel,7,2,,1,F,2,3, sales executive ,4,married,10934.0,7,Yes,18,3.0,4,full-time,1,35.0,3.0,5,0,4,no
957,22,no,non-travel,1,2,life sciences,4,M,2,2, manufacturing director ,4,,,6,,22,4.0,1,full-time,2,4.0,1.0,2,2,2,no
958,44,no,travel_rarely,8,4,life sciences,1,M,4,1, laboratory technician ,4,,,2,Yes,24,4.0,3,full-time,1,10.0,2.0,3,0,2,no
959,35,yes,travel_frequently,25,4,life sciences,4,F,3,1, research scientist ,2,divorced,2022.0,1,,19,3.0,1,full-time,1,10.0,2.0,10,7,8,yes
960,25,no,non-travel,4,1,,3,M,2,2, sales executive ,1,,4256.0,1,No,12,3.0,1,full-time,0,5.0,4.0,5,0,3,no
961,49,no,travel_rarely,1,3,technical degree,3,F,3,1, research scientist ,1,,3580.0,2,No,16,3.0,2,full-time,1,7.0,3.0,4,0,2,no
962,24,no,non-travel,19,1,life sciences,1,M,2,1, laboratory technician ,4,,,0,,17,3.0,4,full-time,0,,2.0,5,3,4,no
963,38,no,travel_rarely,9,3,marketing,2,M,2,1, sales representative ,2,,2899.0,0,,19,3.0,4,part-time,1,3.0,3.0,2,1,2,yes
964,29,yes,travel_rarely,1,3,medical,2,F,2,1, sales representative ,3,,,6,Yes,19,3.0,3,part-time,3,5.0,3.0,3,0,2,no
965,43,no,travel_frequently,1,3,life sciences,4,F,3,2, healthcare representative ,4,married,5562.0,4,,13,3.0,2,part-time,1,12.0,2.0,5,2,2,yes
966,28,no,travel_rarely,5,4,medical,1,M,3,2, sales executive ,4,single,,1,,14,3.0,2,part-time,0,4.0,3.0,4,0,2,no
967,20,yes,travel_rarely,2,3,,3,F,2,1, sales representative ,3,single,,1,,13,3.0,4,full-time,0,2.0,2.0,2,0,2,yes
968,47,no,non-travel,2,4,life sciences,4,F,2,1, sales representative ,4,single,,1,Yes,18,3.0,1,full-time,0,3.0,2.0,3,1,2,yes
969,22,yes,travel_rarely,3,1,life sciences,2,F,3,2, manufacturing director ,3,married,,0,Yes,19,3.0,1,full-time,1,4.0,4.0,3,0,2,yes
970,28,no,non-travel,9,3,medical,3,F,3,1, research scientist ,3,divorced,2377.0,5,No,18,3.0,2,full-time,1,6.0,3.0,2,2,2,yes
971,39,yes,non-travel,6,3,medical,4,M,3,1, laboratory technician ,1,married,2404.0,7,,21,4.0,4,full-time,0,,1.0,2,2,2,yes
972,33,no,travel_rarely,1,4,,3,M,2,1, research scientist ,1,single,2799.0,3,,11,3.0,2,full-time,0,,3.0,3,0,2,no
973,36,no,travel_rarely,7,4,other,2,M,3,1, research scientist ,4,single,,2,,18,3.0,3,part-time,0,8.0,3.0,6,0,1,yes
974,35,no,travel_rarely,48,3,,3,F,3,2, sales executive ,3,,,1,,16,3.0,2,full-time,0,5.0,3.0,5,1,0,yes
975,31,yes,non-travel,9,2,medical,3,M,2,1, research scientist ,1,single,,0,Yes,22,4.0,1,full-time,0,4.0,3.0,3,1,2,no
976,33,no,travel_rarely,13,1,life sciences,2,F,3,1, research scientist ,4,single,3452.0,3,,18,3.0,1,full-time,0,5.0,3.0,3,0,2,no
977,27,no,non-travel,24,4,,24,F,3,1, laboratory technician ,2,married,2811.0,9,No,14,3.0,2,full-time,1,4.0,3.0,2,2,2,no
978,30,yes,travel_rarely,22,3,,1,F,3,1, research scientist ,3,married,,4,,11,3.0,2,full-time,0,,,5,0,1,yes
979,24,no,non-travel,17,1,medical,4,F,2,2, manufacturing director ,3,divorced,4377.0,1,No,15,3.0,2,full-time,2,5.0,3.0,4,3,2,no
980,35,yes,travel_rarely,14,4,other,3,M,2,1, laboratory technician ,2,divorced,,1,Yes,24,4.0,4,part-time,1,5.0,1.0,4,0,2,no
981,30,yes,non-travel,5,3,,2,F,3,1, laboratory technician ,2,,,0,,17,3.0,1,full-time,0,4.0,3.0,3,1,2,yes
982,48,no,travel_rarely,6,3,,1,M,2,2, healthcare representative ,3,,4240.0,2,No,13,3.0,4,full-time,0,19.0,3.0,2,2,2,yes
983,41,no,travel_rarely,7,2,medical,4,F,3,2, manufacturing director ,3,,,6,,14,3.0,2,full-time,0,8.0,3.0,2,2,1,no
984,27,no,non-travel,2,4,,1,F,3,2, manufacturing director ,4,,4227.0,0,,18,3.0,2,full-time,1,,,3,2,2,yes
985,35,no,travel_rarely,10,3,other,2,M,3,1, laboratory technician ,4,,3917.0,1,No,20,4.0,1,full-time,1,3.0,2.0,3,1,2,no
986,26,yes,non-travel,29,2,medical,2,M,1,2, sales executive ,1,single,4969.0,8,No,18,3.0,4,part-time,0,,3.0,2,2,2,yes
987,33,no,non-travel,8,1,life sciences,2,F,2,1, sales representative ,4,,,0,,19,3.0,4,full-time,0,,2.0,2,2,2,no
988,26,yes,non-travel,2,3,life sciences,1,M,3,1, research scientist ,1,married,2042.0,6,,14,3.0,2,full-time,1,6.0,3.0,3,1,2,yes
989,38,no,travel_frequently,3,4,,3,M,3,1, research scientist ,3,,2821.0,3,No,16,3.0,1,full-time,1,8.0,3.0,2,2,2,no
990,46,no,non-travel,47,4,medical,47,M,3,5, research director ,4,,,9,No,17,3.0,4,part-time,2,23.0,3.0,2,2,2,yes
991,20,yes,non-travel,9,3,marketing,4,F,3,1, sales representative ,4,single,,1,Yes,14,3.0,2,part-time,0,2.0,3.0,2,0,2,yes
992,30,no,non-travel,20,3,other,20,M,3,2, manufacturing director ,1,married,9957.0,0,,15,3.0,3,full-time,1,7.0,2.0,6,0,2,no
993,27,no,non-travel,8,5,,1,M,1,1, laboratory technician ,3,married,,1,,19,3.0,4,part-time,3,3.0,,3,1,2,no
994,55,no,non-travel,2,1,,4,M,3,3, manufacturing director ,2,married,,3,No,18,3.0,2,full-time,1,23.0,3.0,3,1,2,yes
995,33,no,travel_rarely,5,3,life sciences,4,M,2,3, healthcare representative ,4,,,4,No,15,3.0,3,full-time,1,,3.0,3,1,2,yes
996,28,no,non-travel,15,2,life sciences,1,M,3,1, laboratory technician ,3,,2207.0,1,No,16,3.0,4,full-time,1,4.0,2.0,4,2,2,yes
997,34,no,non-travel,3,1,life sciences,1,M,3,2, healthcare representative ,4,,7756.0,0,No,17,3.0,3,full-time,0,,2.0,6,0,4,yes
998,33,yes,non-travel,25,3,medical,1,M,2,1, research scientist ,2,single,,4,Yes,20,4.0,2,full-time,0,5.0,3.0,2,2,2,no
999,33,no,non-travel,7,3,life sciences,4,F,3,2, sales executive ,2,married,,0,No,17,3.0,3,part-time,1,4.0,3.0,3,0,2,no
1000,21,no,non-travel,1,1,,4,F,2,1, research scientist ,2,single,2070.0,1,Yes,11,3.0,3,part-time,0,2.0,4.0,2,2,2,yes
1001,31,no,travel_frequently,20,3,,3,M,4,1, sales representative ,4,married,2791.0,0,No,12,,1,full-time,1,3.0,3.0,2,2,2,yes
1002,35,no,non-travel,11,2,marketing,4,M,3,2, sales executive ,4,divorced,,1,,11,3.0,4,full-time,1,5.0,3.0,5,0,2,yes
1003,34,no,non-travel,2,2,,4,M,3,2, manufacturing director ,3,single,,2,No,11,3.0,4,part-time,0,,,3,0,2,yes
1004,33,yes,non-travel,9,4,,1,F,3,2, sales executive ,1,single,8224.0,0,,17,3.0,1,full-time,0,6.0,3.0,5,0,3,no
1005,31,yes,non-travel,15,3,medical,3,M,3,1, laboratory technician ,3,,2610.0,1,No,12,3.0,3,full-time,1,,2.0,2,2,2,yes
1006,37,no,travel_rarely,25,2,,3,F,2,2, healthcare representative ,4,,5731.0,7,No,13,3.0,3,full-time,2,9.0,3.0,6,1,3,yes
